replay,seed,swap,shop1,shop2
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111960712-replay.py,1735041831,1,YARN_STORE,SMOOTHIE_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111948590-replay.py,1741377725,0,PIZZA_SHOP,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111948590-replay.py,1741377725,1,PIZZA_SHOP,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111963010-replay.py,1741566824,0,YARN_STORE,SMOOTHIE_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111963010-replay.py,1741566824,1,YARN_STORE,SMOOTHIE_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111967081-replay.py,1769558675,0,BRUNCH_SPOT,PIZZA_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111967081-replay.py,1769558675,1,BRUNCH_SPOT,PIZZA_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111968638-replay.py,1790388424,0,FARMERS_MARKET,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111968638-replay.py,1790388424,1,FARMERS_MARKET,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111963378-replay.py,1800171040,0,BRUNCH_SPOT,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111963378-replay.py,1800171040,1,BRUNCH_SPOT,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111953282-replay.py,1801231080,0,BAKERY,FARMERS_MARKET
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111953282-replay.py,1801231080,1,BAKERY,FARMERS_MARKET
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111965244-replay.py,1801250348,0,FARMERS_MARKET,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111965244-replay.py,1801250348,1,FARMERS_MARKET,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111964149-replay.py,1833741091,0,BAKERY,ICE_CREAM_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111964149-replay.py,1833741091,1,BAKERY,ICE_CREAM_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111968937-replay.py,1849454646,0,PET_CAFE,SMOOTHIE_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111968937-replay.py,1849454646,1,PET_CAFE,SMOOTHIE_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111962283-replay.py,1871951826,0,FARMERS_MARKET,BRUNCH_SPOT
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111962283-replay.py,1871951826,1,FARMERS_MARKET,BRUNCH_SPOT
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111962165-replay.py,1872943861,0,ICE_CREAM_SHOP,BRUNCH_SPOT
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111962165-replay.py,1872943861,1,ICE_CREAM_SHOP,BRUNCH_SPOT
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111962224-replay.py,1881284454,0,BAKERY,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111962224-replay.py,1881284454,1,BAKERY,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111967530-replay.py,1884805554,0,PIZZA_SHOP,FARMERS_MARKET
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111967530-replay.py,1884805554,1,PIZZA_SHOP,FARMERS_MARKET
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111950709-replay.py,1930807454,0,BAKERY,PIZZA_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111950709-replay.py,1930807454,1,BAKERY,PIZZA_SHOP
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111955015-replay.py,1939133418,0,PET_CAFE,YARN_STORE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111955015-replay.py,1939133418,1,PET_CAFE,YARN_STORE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111951416-replay.py,2005864737,0,SMOOTHIE_SHOP,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111951416-replay.py,2005864737,1,SMOOTHIE_SHOP,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111969923-replay.py,2018381952,0,YARN_STORE,FARMERS_MARKET
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111969923-replay.py,2018381952,1,YARN_STORE,FARMERS_MARKET
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111969715-replay.py,2018896670,0,SMOOTHIE_SHOP,FARMERS_MARKET
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111969715-replay.py,2018896670,1,SMOOTHIE_SHOP,FARMERS_MARKET
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111954113-replay.py,2050103381,0,YARN_STORE,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111954113-replay.py,2050103381,1,YARN_STORE,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111950983-replay.py,2075507156,0,BRUNCH_SPOT,FARMERS_MARKET
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111950983-replay.py,2075507156,1,BRUNCH_SPOT,FARMERS_MARKET
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111961827-replay.py,2097353046,0,PIZZA_SHOP,BRUNCH_SPOT
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111961827-replay.py,2097353046,1,PIZZA_SHOP,BRUNCH_SPOT
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111963428-replay.py,2099340423,0,FARMERS_MARKET,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111963428-replay.py,2099340423,1,FARMERS_MARKET,BAKERY
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111947488-replay.py,2110287006,0,ICE_CREAM_SHOP,FARMERS_MARKET
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111947488-replay.py,2110287006,1,ICE_CREAM_SHOP,FARMERS_MARKET
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111951661-replay.py,2114861401,0,PIZZA_SHOP,PET_CAFE
/Users/eakin/Projects/ergousha/kaggriculture/logs/_v052_refit/opp_episode-111951661-replay.py,2114861401,1,PIZZA_SHOP,PET_CAFE
